,,,,Irish Grid,,,,,
Mayo,2735,CASTLEBAR G.S.,41,114500,290000,53.852,-9.3,1945,1970
Mayo,235,CASTLEBAR RECTORY,44,114500,289700,53.85,-9.3,1924,1945
Mayo,3035,CASTLEBAR-(Burren),137,114165,296875,53.909,-9.304,1952,
Mayo,635,CHARLESTOWN G.S.,69,147700,302200,53.967,-8.792,1942,1960
Mayo,933,CLARE ISLAND,23,70200,284800,53.791,-9.968,1982,1984
Mayo,1333,CLARE ISLAND II,64,69700,286500,53.807,-9.974,1990,2007
Mayo,2535,CLOUGHBRACK FAR,81,110900,305300,53.987,-9.355,1944,1988
Mayo,1635,CROSSMOLINA G.S.,26,113700,317600,54.1,-9.318,1942,2000
Mayo,5035,CROSSMOLINA-(Castlehill),17,114110,313915,54.067,-9.308,1989,
Mayo,1633,CURRAUN,15,73100,292800,53.868,-9.924,1994,1998
Mayo,2175,Claremorris,68,134523,273883,53.707,-8.989,2010,
Mayo,626,DELPHI LODGE,32,84400,266100,53.626,-9.742,1915,1986
Mayo,2426,DELPHI LODGE II,30,84465,266170,53.626,-9.742,1993,
Mayo,2635,DERRYHILLAGH,104,108875,310255,54.033,-9.388,1944,
Mayo,5227,DERRYPARK,46,101060,261590,53.59,-9.49,1996,
Mayo,2326,DHULOUGH,37,84500,267400,53.64,-9.742,1986,2012
Mayo,1934,DOOAGH-(Water_Treatment_Plant),116,58235,304530,53.969,-10.157,1988,
Mayo,2734,DOONCARTON,38,79345,337555,54.27,-9.852,2010,
Mayo,2826,Drummin_Tawnyard,73,91175,267850,53.643,-9.641,2012,
Mayo,4035,ENNISCOE,23,113600,314500,54.07,-9.318,1983,1986
Mayo,1826,ERRIFF FISHERIES,21,89900,264100,53.609,-9.659,1974,2005
Mayo,2335,ESKERAGH,85,104100,318965,54.107,-9.467,1944,
Mayo,335,FOXFORD (COOLCRONAN),15,126000,309900,54.033,-9.124,1955,1959
Mayo,5335,FOXFORD (DAVITT STREET),15,126700,303700,53.973,-9.117,1993,2000
Mayo,3235,FOXFORD (UMMOON),17,127600,299600,53.937,-9.102,1953,1991
Mayo,2135,FOXFORD G.S.,23,127300,304400,53.983,-9.105,1943,1993
Mayo,1434,GEESALA,30,76300,323100,54.138,-9.889,1971,1983
Mayo,2034,GEESALA PEAT POWER LTD.,27,75900,323500,54.141,-9.059,1988,1991
Mayo,2334,GLADREE,23,65400,336500,54.256,-10.059,2003,
Mayo,1134,GLENAMOY,25,88100,333600,54.237,-9.717,1958,1998
Mayo,734,GLENAMOY G.S.,18,89900,333900,54.238,-9.687,1942,1986
Mayo,533,GLENISLAND G.S.,30,107100,296400,53.905,-9.408,1942,1964
Mayo,1534,GLENTURK,30,86200,330400,54.206,-9.74,1971,1991
Mayo,1527,HOLLYMOUNT G.S.,39,126200,268500,53.657,-9.117,1941,2006
Mayo,2534,INVER,15,78600,35200,54.251,-9.858,2003,2005
Mayo,2234,KEEL (SANDY BANKS),10,63900,305000,53.973,-10.072,1994,1996
Mayo,834,KEEL G.S.,40,62600,304600,53.97,-10.09,1942,1991
Mayo,2435,KEENAGH BEG,91,102840,310680,54.035,-9.483,1944,
Mayo,5127,KILKEERAN,27,116385,272675,53.692,-9.267,1994,
Mayo,435,KILKELLY,94,144100,291100,53.867,-8.85,1942,1949
Mayo,1926,KILLADOON,46,75370,271270,53.672,-9.885,1984,
Mayo,1535,KILLALA G.S.,9,120500,330100,54.208,-9.218,1942,1988
Mayo,1927,KILMAINE G.S.,44,125500,259600,53.575,-9.122,1941,1983
Mayo,929,KILMOVEE G.S.,116,153800,294100,53.89,-8.702,1942,1956
Mayo,2035,KILTIMAGH G.S.,61,134400,289700,53.852,-8.992,1943,1978
Mayo,3935,KILTIMAGH G.S.II,59,133800,289000,53.841,-9.003,1979,1991
Mayo,1935,KNOCK G.S.,94,139400,283200,53.79,-8.918,1942,1984
Mayo,4935,Knock_Airport,201,146783,296363,53.904,-8.817,1986,
Mayo,1735,LAHERDANE G.S.,50,113400,309900,54.025,-9.32,1942,1984
Mayo,4135,LAHERDANE-(Cum),43,113220,310370,54.034,-9.322,1983,
Mayo,4635,LISGLENNON WATERWORKS,59,119915,327250,54.186,-9.223,1987,
Mayo,433,LOUISBURGH (OLD HEAD HOTEL),37,83000,282100,53.772,-9.772,1930,1973
Mayo,226,LOUISBURGH (UGGOOL),27,75600,267700,53.64,-9.875,1954,1956
Mayo,633,LOUISBURGH G.S.,9,80800,280900,53.758,-9.805,1942,1991
Mayo,9933,M.GLENNAMONG,30,94600,302400,53.956,-9.603,1971,1992
Mayo,233,MALLARANNY,37,82800,296600,53.903,-9.783,1901,1957
Mayo,4335,MASSBROOK,24,116300,306100,53.992,-9.273,1984,1989
Mayo,1233,MULRANY-(Doughbeg),15,81105,294455,53.885,-9.805,1984,
Mayo,1033,MURRISK,9,92675,282620,53.776,-9.624,1982,
Mayo,1733,NEWPORT (ARDAGH LODGE),12,94400,294800,53.888,-9.604,2002,
Mayo,833,NEWPORT (FURNACE),14,96830,298230,53.921,-9.569,1959,
Mayo,733,NEWPORT (SRAHMORE),15,96600,302500,53.957,-9.572,1956,1962
Mayo,133,NEWPORT HSE.,18,98100,293900,53.884,-9.55,1952,1953
Mayo,1175,Newport,22,96731,298267,53.92,-9.57,2005,
Mayo,1627,PARTRY G.S.,30,115400,272700,53.692,-9.275,1941,1994
Mayo,2835,PONTOON (TERRYBAUN),30,118700,305100,53.987,-9.237,1951,1984
Mayo,234,ROSSPORT G.S.,18,82800,338400,54.275,-9.8,1942,1953
Mayo,2427,SHRULE G.S.,32,127800,252700,53.518,-9.087,1941,1986
Mayo,1533,SRAHMORE,30,97200,304800,53.976,-9.567,1994,2000
Mayo,3335,STRAIDE,21,126045,297880,53.922,-9.122,1963,
Mayo,3835,SWINFORD (BARNACOGUE),131,143000,296600,53.909,-8.867,1976,1994
Mayo,3435,SWINFORD (DUBLIN RD.),64,137900,300000,53.941,-8.941,1967,2000
Mayo,1135,SWINFORD (TRANS.STN.),66,137800,299900,53.94,-8.942,1942,1971
Mayo,4735,SWINFORD (WATER TREATMENT PLANT),119,139700,299000,53.936,-8.918,1988,1991
Mayo,127,TOURMAKEADY (DRIMBAWN HSE.),52,110000,267200,53.642,-9.357,1927,1954
Mayo,3527,TOURMAKEADY G.S.,46,108900,266800,53.639,-9.373,1955,1984
Mayo,4927,TOURMAKEADY-(WaterTreatmentPlant,140,109450,271070,53.676,-9.369,1987,
Mayo,1433,WESTPORT (CARRABAWN),56,99410,283605,53.789,-9.523,1993,
Mayo,1133,WESTPORT AUGHAGOWER,49,102300,280400,53.759,-9.475,1983,1999
Mayo,333,WESTPORT HSE.,11,99000,284500,53.8,-9.533,1909,1953
Mayo,5827,WESTPORT-Ayle,58,107060,281160,53.77,-9.406,2014,
Mayo,2727,claremorris,69,134500,273900,53.707,-8.988,1943,2011
Sligo,1035,ACLARE G.S.,64,141600,310000,54.035,-8.888,1942,2011
Sligo,2736,ARDTARMON,18,159580,343480,54.336,-8.62,1985,
Sligo,1636,BALLINAFAD G.S.,58,177800,308800,54.023,-8.337,1942,1970
Sligo,1736,BALLINTOGHER G.S.,66,176300,328100,54.201,-8.358,1942,1970
Sligo,535,BALLYMOGHANY G.S.,78,131600,326200,54.175,-9.042,1942,1951
Sligo,3536,BALLYMOTE (CULFADDA),76,168700,308500,54.021,-8.473,2002,2002
Sligo,3136,BALLYMOTE (LISSANANNY),70,165800,311900,54.053,-8.52,1989,1992
Sligo,1836,BALLYMOTE (VOC.SCH.),79,166400,316000,54.088,-8.508,1957,1976
Sligo,1136,BALLYMOTE G.S.,77,166400,315700,54.087,-8.508,1942,1969
Sligo,4036,BALLYMOTE-Lavagh,113,155295,317365,54.102,-8.684,2013,
Sligo,4136,BALLYMOTE_Keenaghan,76,166790,314810,54.075,-8.505,2015,
Sligo,2136,BALLYMOTE_Rathmullen,58,166670,312260,54.055,-8.506,1981,2015
Sligo,3836,CASTLE DARGAN GOLF CLUB,72,171700,327900,54.193,-8.433,2007,
Sligo,3135,CLOONACOOL (LOUGH EASKEY),204,144600,320700,54.126,-8.842,1952,
Sligo,2235,CLOONACOOL G.S.,74,149100,317400,54.102,-8.773,1944,1967
Sligo,2836,COLLOONEY,32,168300,326400,54.268,-8.485,1985,1991
Sligo,936,COOLANEY G.S.,65,160600,325000,54.17,-8.602,1942,1991
Sligo,4729,COOLAVIN,61,166600,298500,53.934,-8.505,1963,2012
Sligo,5435,CURRY,63,149400,306400,54.003,-8.77,1997,
Sligo,2935,CURRY G.S.,64,149300,305900,54,-8.771,1951,1970
Sligo,736,DROMORE WEST G.S.,43,143500,333500,54.242,-8.867,1942,1970
Sligo,3736,DRUMCLIFFE (CULLAGHBEG),15,167600,343000,54.334,-8.492,2003,2003
Sligo,3436,EASKEY (BUNOWNA),23,138105,337940,54.285,-8.951,1994,
Sligo,836,EASKEY G.S.,15,137200,337900,54.285,-8.958,1942,1993
Sligo,835,ENNISCRONE G.S.,24,129000,330000,54.208,-9.087,1942,1993
Sligo,5735,ENNISCRONE GOLF CLUB,15,127235,329205,54.204,-9.11,2004,
Sligo,1029,GEEVAGH G.S.,72,183600,316500,54.092,-8.25,1942,1956
Sligo,2740,GORTNALECK,108,168000,347600,54.372,-8.489,1985,1995
Sligo,640,GRANGE G.S.,28,166300,349400,54.388,-8.518,1942,1973
Sligo,3040,GRANGE-Mountemple,31,168565,352235,54.417,-8.484,1996,
Sligo,1236,GURTEEN G.S.,73,166500,304800,53.988,-8.507,1942,1993
Sligo,3036,KINSELLAGH,125,173200,339400,54.302,-8.407,1989,
Sligo,336,LISSADELL G.S.,30,163400,345100,54.352,-8.558,1951,1957
Sligo,3236,LOUGH ARROW,84,177200,316600,54.092,-8.343,1992,2001
Sligo,2636,LOUGH GILL,15,171500,332100,54.235,-8.436,1984,
Sligo,9936,M.BELTRA FOREST,206,158700,326200,54.183,-8.633,1995,
Sligo,636,MARKREE CASTLE,39,170300,325200,54.172,-8.453,1860,1998
Sligo,1275,Markree,34,169860,325582,54.172,-8.453,2005,
Sligo,2436,RIVERSTOWN,61,174400,321000,54.136,-8.388,1983,1984
Sligo,3636,RIVERSTOWN (ANNAGH),61,176100,316400,54.091,-8.359,2002,2011
Sligo,2336,ROCK HOUSE ROSSES POINT,8,164200,339900,54.304,-8.543,1981,1991
Sligo,1336,ROSSES POINT G.S.,9,164400,339800,54.303,-8.542,1942,1985
Sligo,2036,SLIGO (110 K.V.STN.),30,169400,332600,54.238,-8.468,1969,1985
Sligo,136,SLIGO (ARD NA VEAGH),27,168700,335700,54.268,-8.475,1913,1955
Sligo,2536,SLIGO (LISNABURG),15,169500,337500,54.284,-8.468,1984,1984
Sligo,1536,SLIGO (TRANS.STN.),15,170000,335700,54.268,-8.457,1942,1972
Sligo,2936,SLIGO AIRPORT,14,161050,336890,54.274,-8.592,1988,
Sligo,436,STRANDHILL G.S.,40,161500,335600,54.267,-8.588,1951,1955
Sligo,1036,Skreen,26,153100,333100,54.24,-8.718,1942,2010
Sligo,3936,Skreen_II,37,152400,332900,54.239,-8.725,2012,
Sligo,4435,TUBBERCURRY (BAWN HOUSE),99,152900,311500,54.05,-8.718,1985,1994
Sligo,3635,TUBBERCURRY (MARIST CONVENT),91,152600,311900,54.053,-8.721,1969,1969
Sligo,935,TUBBERCURRY G.S.,85,152000,311500,54.05,-8.733,1942,1988
Leitrim,3937,AUGHNASHEELAN (MISKAWN),155,208500,315100,54.084,-7.868,1971,
Leitrim,3337,BALLINAMORE,82,214700,313400,54.068,-7.772,1963,2005
Leitrim,5937,BALLINAMORE (CREEVY NO.2),72,210600,311200,54.043,-7.836,2006,
Leitrim,3737,BALLINAMORE (CREEVY),73,210600,310400,54.039,-7.837,1968,1971
Leitrim,1837,BALLINAMORE (MARYVILLE),69,213500,311500,54.052,-7.79,1944,1976
Leitrim,6137,BALLINAMORE-Tullyoscar,55,211400,311400,54.051,-7.822,2009,
Leitrim,2137,BENBRACK MTN. (POTTORE),177,207600,316200,54.09,-7.883,1944,1971
Leitrim,529,CARRICK-ON-SHANNON (MONASTERY),49,194500,300100,53.95,-8.083,1935,1948
Leitrim,1237,CARRIGALLEN G.S.,88,223100,302900,53.972,-7.642,1942,2010
Leitrim,6237,CARRIGALLEN-Calloughs,91,222400,304100,53.984,-7.655,2010,
Leitrim,3129,CLOONE G.S.,61,214000,299500,53.94,-7.785,1944,1986
Leitrim,5629,CLOONE(AUGHNAGLACE HOUSE),90,215700,302200,53.968,-7.757,1984,1993
Leitrim,536,DROMAHAIR,15,179900,331700,54.233,-8.305,1944,1960
Leitrim,1936,DROMAHAIR (MARKET ST.),27,180600,331500,54.226,-8.292,1960,
Leitrim,1829,DROMOD (RUSKEY),42,205300,286200,53.822,-7.918,1894,
Leitrim,3929,DRUMKEERAN (VOC.SCH.),110,190600,324500,54.168,-8.14,1944,1987
Leitrim,6229,DRUMKEERAN VOCATIONAL SCHOOL II,76,191100,324500,54.168,-8.135,1987,1999
Leitrim,1729,DRUMSHANBO,54,196000,312500,54.057,-8.057,1893,
Leitrim,1129,FARNAUGHT G.S.,57,212100,290500,53.858,-7.817,1944,1955
Leitrim,3837,FENAGH (FOXFIELD N.S.),76,210900,307500,54.017,-7.833,1971,1973
Leitrim,1537,GLENFARNE G.S.,70,200900,337800,54.287,-7.985,1942,1984
Leitrim,1637,KESHCARRIGAN G.S.,69,203800,307700,54.017,-7.938,1942,
Leitrim,236,KILLARGUE G.S.,88,186400,331300,54.225,-8.205,1942,1955
Leitrim,1240,KILTYCLOGHER,70,197700,345500,54.355,-8.035,1951,2003
Leitrim,3240,KINLOUGH (EDENVILLE),55,182900,355900,54.451,-8.259,1999,2002
Leitrim,1340,KINLOUGH G.S.,43,181400,355300,54.441,-8.286,1951,2011
Leitrim,729,LEITRIM G.S.,0,195800,304600,53.987,-8.058,1951,1955
Leitrim,3336,LOUGH GLENCAR,55,177015,342945,54.334,-8.353,1993,
Leitrim,9929,M.SLIEVE ANIERIN,579,201900,315800,54.088,-7.969,1970,1972
Leitrim,2236,MANORHAMILTON (AMORSET),76,188200,339800,54.304,-8.176,1981,
Leitrim,1436,MANORHAMILTON G.S.,62,188400,339700,54.303,-8.173,1942,1981
Leitrim,7029,MOHILL (DRUMCOLLIGAN),76,207000,298100,53.926,-7.889,1999,2006
Leitrim,3229,MOHILL (TRANS.STN.),49,209500,296400,53.917,-7.853,1944,1984
Leitrim,2540,ROSSINVER,32,193300,350300,54.401,-8.102,1984,2004
Leitrim,3140,ROSSINVER ORGANIC CENTRE,53,192200,349400,54.389,-8.119,1997,
Cavan,5137,ARVA (KILGARVE),76,227700,295300,53.904,-7.573,1995,1996
Cavan,6337,ARVAGH(Cormore),131,230200,295800,53.906,-7.537,2010,
Cavan,3631,BAILIEBORO' CASTLE,152,266200,298100,53.923,-6.988,1958,1973
Cavan,2431,BAILIEBORO' G.S.,162,267700,296900,53.917,-6.968,1944,1966
Cavan,4131,BAILIEBORO(Leiter),155,264850,298560,53.926,-7.008,1973,
Cavan,4031,BAILIEBORO_(Duneena),158,264460,299820,53.94,-7.018,1973,
Cavan,2937,BALLINAGH G.S.,93,238900,298400,53.933,-7.404,1951,1968
Cavan,237,BALLYCONNELL G.S.,55,227400,319000,54.118,-7.575,1942,1959
Cavan,4637,BALLYCONNELL_(Mullaghduff),84,228200,317700,54.104,-7.568,1985,
Cavan,737,BALLYHAISE (AGR.COLL.),67,245200,311600,54.051,-7.306,1932,2005
Cavan,430,BALLYJAMESDUFF G.S.,110,252300,290800,53.858,-7.203,1942,1984
Cavan,2030,BALLYJAMESDUFF_(Kilcully),125,252600,290200,53.855,-7.201,1997,
Cavan,1937,BELTURBET (VOC.SCH.),70,236500,316900,54.1,-7.438,1944,1989
Cavan,5037,BELTURBET_(Naughan),76,236700,320700,54.134,-7.437,1993,
Cavan,337,BLACKLION G.S.,65,208000,338100,54.288,-7.873,1942,1961
Cavan,675,Ballyhaise,78,245200,311600,54.051,-7.306,2003,
Cavan,4137,CAVAN (DRUMCONNICK),88,239685,305290,53.991,-7.391,1984,
Cavan,1337,CAVAN (TRANS.STN.),88,242100,305500,53.992,-7.355,1942,1987
Cavan,4337,CAVAN LORETO COLLEGE,64,241200,307200,54.008,-7.37,1985,2011
Cavan,3437,COOTEHILL (COMP. SCH.),98,261100,313800,54.068,-7.067,1968,1969
Cavan,4937,COOTEHILL (MOUNTAIN LODGE),189,258300,303300,53.972,-7.107,1993,1993
Cavan,4837,COOTEHILL (VICARS HILL),91,258500,312000,54.052,-7.104,1992,1994
Cavan,2637,COOTEHILL (VOC.SCH.),107,259800,314500,54.072,-7.085,1951,1968
Cavan,637,CROSSDONEY (KEVIT CASTLE),64,238200,301200,53.955,-7.417,1923,1975
Cavan,2037,CUILCAGH MTNS.,290,212990,324125,54.16,-7.801,1944,
Cavan,1330,FINEA (MAUGHERA HATCHERIES),70,241500,284000,53.803,-7.368,1956,1972
Cavan,530,FINEA G.S.,68,240100,281400,53.775,-7.388,1944,1984
Cavan,329,GLENGEVLIN G.S.,150,207100,327300,54.19,-7.888,1929,1963
Cavan,1737,GOWNA (SALLAGHAN BRIDGE),76,232700,293100,53.885,-7.502,1944,1973
Cavan,437,KILLESHANDRA G.S.,64,231000,307400,54.009,-7.523,1951,1959
Cavan,4537,KILLESHANDRA TOWN LAKE,61,231100,308200,54.02,-7.521,1985,2000
Cavan,5837,KILLESHANDRA_(Bawn),72,230000,306900,54.006,-7.539,2000,
Cavan,4437,KILNALECK (OMARD),119,243600,290000,53.854,-7.336,1985,1996
Cavan,1137,KILNALECK G.S.,113,244800,290100,53.855,-7.318,1942,1986
Cavan,1930,KILNALECK TULLYBOY CROSSERLOUGH,119,246000,288700,53.841,-7.301,1987,1989
Cavan,738,KINGSCOURT G.S.,105,278600,295900,53.904,-6.803,1943,1988
Cavan,1530,LAVAGH (BALLYHEELAN),90,244100,286700,53.823,-7.325,1972,1977
Cavan,4037,LOUGH GOWNA (GLENBROOK),91,231200,292100,53.873,-7.522,1973,2009
Cavan,9937,M.SWANLINBAR FOREST,183,220700,321700,54.14,-7.683,1995,1999
Cavan,1431,MULLAGH G.S.,107,269600,285100,53.807,-6.939,1942,1989
Cavan,1437,REDHILLS G.S.,66,244700,317300,54.102,-7.317,1942,2000
Cavan,837,SHERCOCK G.S.,110,272100,305900,53.992,-6.9,1942,1987
Cavan,537,STRADONE PARK,82,250100,304200,53.984,-7.235,1952,1959
Cavan,3037,SWANLINBAR,69,219400,327500,54.191,-7.702,1942,
Cavan,5637,TULLYCO_(Artonagh),140,254260,306235,54.002,-7.171,2000,
Cavan,1037,TULLYVIN G.S.,79,256200,311500,54.05,-7.138,1942,1983
Cavan,6537,TULLYVIN_(Cornabragher),91,256900,311400,54.042,-7.125,2012,2013
Cavan,6031,VIRGINIA,94,260855,287605,53.834,-7.072,2007,
Cavan,631,VIRGINIA (FOR.STN.),96,258100,287800,53.835,-7.117,1942,1950
Cavan,5431,VIRGINIA (MURMOD),122,260600,289100,53.842,-7.074,2001,2007
Cavan,3131,VIRGINIA G.S.,91,260400,287500,53.833,-7.076,1951,1990
Monaghan,937,BALLYBAY (TRANS.STN.),90,271600,319500,54.118,-6.903,1942,2001
Monaghan,6037,BALLYBAY_WETLANDS,64,270400,320200,54.122,-6.921,2008,2013
Monaghan,2038,CARRICKMACROSS (DUNOGE),88,281735,303600,53.972,-6.753,1958,
Monaghan,238,CARRICKMACROSS (VOC.SCH.),40,283600,304100,53.974,-6.722,1947,1958
Monaghan,838,CASTLEBLANEY G.S.,115,282600,319400,54.117,-6.735,1943,1982
Monaghan,6437,CASTLEBLANEY_Coose,175,280455,313100,54.057,-6.77,2009,
Monaghan,3838,CASTLEBLAYNEY (CARRICKASLANE),122,280600,324400,54.157,-6.759,1998,2009
Monaghan,3138,CASTLEBLAYNEY (DRUMGRISTON),117,285600,316800,54.089,-6.688,1984,1998
Monaghan,5537,CLONES (DUNSEARK),137,251900,322200,54.141,-7.203,1999,
Monaghan,938,CORRINSHEGAGH G.S.,97,288200,312400,54.052,-6.652,1943,1986
Monaghan,2437,Clones,89,250000,326300,54.183,-7.233,1950,2008
Monaghan,839,EMYVALE,58,267695,344130,54.338,-6.956,1984,
Monaghan,239,EMYVALE (DRUMFURRER),184,258500,346800,54.367,-7.1,1952,1959
Monaghan,339,EMYVALE G.S.,56,267700,344200,54.338,-6.955,1942,1984
Monaghan,685,EMYVALE_WWTP,58,267960,343615,54.335,-6.954,2017,
Monaghan,1038,INNISKEEN G.S.,51,293200,307200,54.003,-6.573,1943,1966
Monaghan,785,KILKIT_WTP,229,273035,314295,54.07,-6.884,2017,
Monaghan,3638,KINGSCOURT (DRUMMOND),55,280800,299055,53.934,-6.769,1990,
Monaghan,639,MONAGHAN (CASTLESHANE),94,272160,332480,54.235,-6.89,1970,
Monaghan,739,MONAGHAN (KNOCKROE),67,266145,333415,54.24,-6.985,1979,
Monaghan,139,"MONAGHAN (ST.PATRICK,S COLL.)",57,266400,335600,54.259,-6.975,1951,1960
Monaghan,439,MONAGHAN G.S.,65,267300,334000,54.25,-6.967,1942,1972
Monaghan,3137,NEWBLISS,113,256500,323500,54.154,-7.134,1952,1969
Monaghan,4237,NEWBLISS (CRAPPAGH),113,258525,321475,54.137,-7.103,1985,
Monaghan,3637,NEWBLISS (DRUMSHANNON),137,257465,324225,54.158,-7.119,1971,
Monaghan,3537,NEWBLISS (GLINCH),107,256600,323900,54.157,-7.133,1970,1970
Monaghan,2737,ROCKCORRY,99,264600,319000,54.11,-7.007,1951,2003
Monaghan,539,SCOTSTOWN G.S.,84,261000,337000,54.273,-7.058,1942,1965
Monaghan,5437,SHANTONAGH (TOOA),152,275300,312300,54.052,-6.851,1999,
Monaghan,2837,SMITHBORO G.S.,69,259000,330600,54.219,-7.091,1951,1993
Donegal,2142,ALTNAPASTE,61,206500,395900,54.807,-7.893,2001,2009
Donegal,2141,ARDARA (LURGANBOY),37,174500,390200,54.755,-8.391,1987,1994
Donegal,841,ARDARA (WOODHILL),27,173900,390300,54.756,-8.403,1950,1987
Donegal,1541,ARDARA(KILGOLE),15,173200,391100,54.767,-8.417,1970,1989
Donegal,2440,ARDNAWARK BARNESMORE,87,201445,384310,54.704,-7.973,1982,
Donegal,1241,ARRANMORE ISLAND,91,167800,415500,54.985,-8.502,1956,1968
Donegal,940,BALLINTRA G.S.,40,191800,370000,54.573,-8.122,1948,1991
Donegal,342,BALLYBOFEY (BARNESMORE GAP),183,204500,387900,54.737,-7.925,1948,1964
Donegal,1142,BALLYBOFEY (LOUGH MOURNE),186,206500,389900,54.754,-7.892,1964,1987
Donegal,1842,BALLYBOFEY LOUGH MOURNE II,186,207300,390200,54.756,-7.885,1987,2003
Donegal,1642,BALLYBOFEY NAVENNY,26,214645,393955,54.789,-7.77,1982,
Donegal,2237,BALLYSHANNON (CATHLEEN'S FALL),38,188660,361120,54.492,-8.172,1945,
Donegal,3237,BALLYSHANNON (CHERRYMOUNT),30,190055,360415,54.488,-8.153,1954,
Donegal,2337,BALLYSHANNON (CLIFF HSE.),50,193500,360100,54.487,-8.1,1945,1991
Donegal,4737,BALLYSHANNON (LAHEEN),88,191200,365000,54.535,-8.135,1991,1999
Donegal,1544,BLOODY FORELAND,29,185510,432825,55.139,-8.223,1984,
Donegal,2640,BRUCKLESS,15,175065,376575,54.635,-8.385,1985,
Donegal,341,BUNBEG G.S.,32,180400,423800,55.057,-8.304,1948,1959
Donegal,543,BUNCRANA G.S.,29,234900,431900,55.133,-7.452,1948,1984
Donegal,143,BUNCRANA RECTORY,15,235100,431900,55.133,-7.45,1929,1944
Donegal,1740,BUNDORAN (MAGHERACAR)G.S.,12,182000,358500,54.472,-8.273,1953,1994
Donegal,340,BUNDORAN G.S.,25,182200,358900,54.473,-8.272,1942,1952
Donegal,245,CARNDONAGH (ROCKSMOUNT),30,248400,446000,55.255,-7.237,1934,1984
Donegal,645,CARNDONAGH_(Rocksmount)_II,30,248440,445940,55.255,-7.237,1984,
Donegal,1540,CARRICK (CROVE),186,167100,384400,54.704,-8.507,1952,1965
Donegal,740,CARRICK G.S.,32,159200,379100,54.655,-8.626,1948,1996
Donegal,1942,CARRIGANS-Kildrum,61,237480,414805,54.974,-7.409,1996,
Donegal,1344,CARRIGART (DRUMREEN),88,213600,434600,55.155,-7.785,1968,1969
Donegal,942,CARROWKEEL,15,251000,431500,55.123,-7.2,1950,2002
Donegal,642,CASTLEFIN G.S.,15,226500,395100,54.802,-7.586,1948,1991
Donegal,643,CHURCHILL G.S.,133,207000,415900,54.987,-7.887,1950,1972
Donegal,742,CLOGHAN,131,204100,399500,54.839,-7.935,1948,1970
Donegal,741,CLOGHER G.S.,15,172600,398900,54.836,-8.422,1950,1996
Donegal,445,CLONMANY (MEENDORAN COTTAGE),55,239000,444300,55.24,-7.385,1957,1991
Donegal,345,CLONMANY (MEENDORAN LAKE),134,239700,443400,55.235,-7.372,1948,1957
Donegal,142,CONVOY G.S.,49,221400,401400,54.856,-7.667,1948,1949
Donegal,1644,CREESLOUGH (ARDS ROAD),8,206400,432500,55.137,-7.893,1984,2007
Donegal,844,CREESLOUGH-Brockagh,119,201625,425840,55.075,-7.972,1948,
Donegal,944,CREESLOUGH_(Carrownamaddy),88,203200,431800,55.133,-7.95,1948,
Donegal,1641,CROLLY_(Filter-Works),91,184030,418125,55.006,-8.25,1972,
Donegal,1941,DERRYHENNY DOOCHARY,57,183775,403805,54.876,-8.252,1981,
Donegal,440,DONEGAL (CULLIONBOY W.W.),94,199700,382200,54.686,-8.003,1948,1952
Donegal,540,DONEGAL (DIST.HOSP.),17,193500,378600,54.653,-8.1,1948,1951
Donegal,941,DOOCHARY (CUMMEEN),56,190400,409700,54.934,-8.15,1950,1981
Donegal,1542,DRUMKEEN(LEGLAND),128,214300,402600,54.869,-7.773,1974,1977
Donegal,144,"DUNFANAGHY (ST.PATRICK,S)",9,202100,437400,55.183,-7.967,1880,1948
Donegal,644,DUNFANAGHY G.S.,12,201800,437400,55.183,-7.97,1948,1984
Donegal,1944,DUNFANAGHY-Murroe,76,199450,434155,55.153,-8.006,1996,
Donegal,2341,DUNGLOE,18,176385,410960,54.941,-8.368,1998,
Donegal,140,DUNKINEELY RECTORY,32,176300,376200,54.633,-8.367,1935,1945
Donegal,541,DUNLEWY,113,190900,420500,55.026,-8.139,1948,2003
Donegal,244,DUNLEWY (MEENAGOPPAGH),204,196200,423100,55.053,-8.056,1948,1955
Donegal,2641,DUNLEWY_LOUGH,107,192365,419675,55.021,-8.119,2012,
Donegal,744,FALCARRAGH G.S.,52,193600,432300,55.136,-8.1,1948,1984
Donegal,1844,FALCARRAGH-Lough_Altan,137,193675,425925,55.075,-8.093,1988,
Donegal,842,FINTOWN,155,191900,402100,54.867,-8.122,1948,1964
Donegal,1442,FINTOWN (LAKE VIEW),152,191800,402100,54.867,-8.123,1967,1968
Donegal,1742,FINTOWN_Kingarrow,198,196420,405425,54.891,-8.054,1984,
Donegal,1640,FROSSES (CRONAGASS),216,184300,386400,54.722,-8.239,1952,1972
Donegal,2240,FROSSES (MEENAGRAN),76,184500,383600,54.7,-8.237,1972,2011
Donegal,2075,Finner,33,184300,360635,54.49,-8.239,2010,
Donegal,1441,GLENCOLUMBKILLE (CASHEL),30,153400,384600,54.704,-8.721,1966,1976
Donegal,1741,GLENCOLUMBKILLE (DRIMROE),49,154700,385000,54.707,-8.702,1976,1997
Donegal,641,GLENCOLUMBKILLE G.S.,21,154200,385000,54.707,-8.707,1950,1991
Donegal,2541,GLENTORNAN,66,189900,419000,55.018,-8.155,2004,2012
Donegal,1244,GLENVEAGH,52,204000,422700,55.051,-7.936,1967,2010
